Wed Oct 27 09:14:42 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
GGS_DATA,5.79G,3.29G,57%,2.51G
SYSTEM,1G,.56G,56%,.44G
USERS,0G,0G,49%,0G
TBS_SALE_IDX,1440G,546.09G,38%,893.91G
TBS_SALE,1440G,369.36G,26%,1070.64G
UNDOTBS1,40G,3.23G,8%,36.77G
SYSAUX,32.56G,2.21G,7%,30.35G
SR_SRC,1G,.01G,1%,.99G
UNDOTBS2,40G,.24G,1%,39.76G


