Sun Nov 14 11:23:34 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
GGS_DATA,5.79G,3.29G,57%,2.51G
SYSTEM,1G,.56G,56%,.44G
USERS,0G,0G,49%,0G
TBS_SALE_IDX,1440G,553.33G,38%,886.67G
TBS_SALE,1440G,373.94G,26%,1066.06G
UNDOTBS1,40G,3.28G,8%,36.72G
SYSAUX,32.56G,2.24G,7%,30.32G
SR_SRC,1G,.01G,1%,.99G
UNDOTBS2,40G,.31G,1%,39.69G


