Sun Nov 21 10:46:04 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
GGS_DATA,5.79G,3.29G,57%,2.51G
SYSTEM,1G,.56G,56%,.44G
USERS,0G,0G,49%,0G
TBS_SALE_IDX,1440G,555.94G,39%,884.06G
TBS_SALE,1440G,375.64G,26%,1064.36G
UNDOTBS1,40G,3.23G,8%,36.77G
SYSAUX,32.56G,2.18G,7%,30.37G
SR_SRC,1G,.01G,1%,.99G
UNDOTBS2,40G,.41G,1%,39.59G


