Wed Oct 20 09:15:10 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
GGS_DATA,5.79G,3.29G,57%,2.51G
SYSTEM,1G,.56G,56%,.44G
USERS,0G,0G,49%,0G
TBS_SALE_IDX,1440G,543.25G,38%,896.75G
TBS_SALE,1440G,367.53G,26%,1072.47G
UNDOTBS1,40G,3.32G,8%,36.68G
SYSAUX,32.56G,2.25G,7%,30.31G
SR_SRC,1G,.01G,1%,.99G
UNDOTBS2,40G,.2G,1%,39.8G


