Fri Nov 19 09:14:31 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
GGS_DATA,5.79G,3.29G,57%,2.51G
SYSTEM,1G,.56G,56%,.44G
USERS,0G,0G,49%,0G
TBS_SALE_IDX,1440G,555.31G,39%,884.69G
TBS_SALE,1440G,375.01G,26%,1064.99G
UNDOTBS1,40G,3.21G,8%,36.79G
SYSAUX,32.56G,2.22G,7%,30.34G
SR_SRC,1G,.01G,1%,.99G
UNDOTBS2,40G,.37G,1%,39.63G


