Sun Nov 07 15:45:01 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
GGS_DATA,5.79G,3.29G,57%,2.51G
SYSTEM,1G,.56G,56%,.44G
USERS,0G,0G,49%,0G
TBS_SALE_IDX,1440G,550.3G,38%,889.7G
TBS_SALE,1440G,372.36G,26%,1067.64G
UNDOTBS1,40G,3.29G,8%,36.71G
SYSAUX,32.56G,2.23G,7%,30.32G
SR_SRC,1G,.01G,1%,.99G
UNDOTBS2,40G,.3G,1%,39.7G


