Sun Nov 28 08:18:28 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
GGS_DATA,5.79G,3.29G,57%,2.51G
SYSTEM,1G,.56G,56%,.44G
USERS,0G,0G,49%,0G
TBS_SALE_IDX,1440G,559.06G,39%,880.94G
TBS_SALE,1440G,377.2G,26%,1062.8G
UNDOTBS1,40G,3.21G,8%,36.79G
SYSAUX,32.56G,2.21G,7%,30.35G
SR_SRC,1G,.01G,1%,.99G
UNDOTBS2,40G,.25G,1%,39.75G


