Thu Nov 18 09:16:40 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
TBS_SALE_IDX,1650G,1539G,93%,111G
TBS_SALE,2020G,1454.59G,72%,565.41G
SYSAUX,33.56G,23.34G,70%,10.22G
SYSTEM,2G,1.22G,61%,.78G
GGS_DATA,4.2G,2.33G,55%,1.87G
UNDOTBS2,68G,16.22G,24%,51.78G
USERS,0G,0G,20%,0G
UNDOTBS1,68G,8.85G,13%,59.15G
SR_SRC,5G,0G,0%,5G


