Thu Oct 21 13:52:28 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
TBS_SALE_IDX,1650G,1534.17G,93%,115.83G
TBS_SALE,2020G,1484.4G,73%,535.6G
SYSAUX,33.56G,22.22G,66%,11.35G
SYSTEM,2G,1.22G,61%,.78G
GGS_DATA,4.2G,2.33G,55%,1.88G
UNDOTBS1,68G,14.64G,22%,53.36G
UNDOTBS2,68G,14.1G,21%,53.9G
USERS,0G,0G,20%,0G
SR_SRC,5G,0G,0%,5G


