Tue Oct 26 13:17:28 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
TBS_SALE_IDX,1650G,1539.73G,93%,110.27G
TBS_SALE,2020G,1488.28G,74%,531.72G
SYSAUX,33.56G,22.37G,67%,11.19G
SYSTEM,2G,1.22G,61%,.78G
GGS_DATA,4.2G,2.33G,55%,1.88G
UNDOTBS1,68G,14.84G,22%,53.16G
USERS,0G,0G,20%,0G
UNDOTBS2,68G,11.68G,17%,56.32G
SR_SRC,5G,0G,0%,5G


