Mon Nov 15 09:18:44 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
TBS_SALE_IDX,1650G,1535.86G,93%,114.14G
TBS_SALE,2020G,1452.32G,72%,567.68G
SYSAUX,33.56G,23.52G,70%,10.04G
SYSTEM,2G,1.22G,61%,.78G
GGS_DATA,4.2G,2.33G,55%,1.87G
UNDOTBS1,68G,14.08G,21%,53.92G
USERS,0G,0G,20%,0G
UNDOTBS2,68G,10.5G,15%,57.5G
SR_SRC,5G,0G,0%,5G


