Wed Oct 20 17:44:21 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
TBS_SALE_IDX,1650G,1533.58G,93%,116.42G
TBS_SALE,2020G,1483.71G,73%,536.29G
SYSAUX,33.56G,22.23G,66%,11.34G
SYSTEM,2G,1.22G,61%,.78G
GGS_DATA,4.2G,2.33G,55%,1.88G
UNDOTBS2,68G,19.28G,28%,48.72G
USERS,0G,0G,20%,0G
UNDOTBS1,68G,9.05G,13%,58.95G
SR_SRC,5G,0G,0%,5G


