Thu Oct 21 18:31:25 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
TBS_SALE_IDX,1650G,1534.54G,93%,115.46G
TBS_SALE,2020G,1484.47G,73%,535.53G
SYSAUX,33.56G,22.23G,66%,11.33G
SYSTEM,2G,1.22G,61%,.78G
GGS_DATA,4.2G,2.33G,55%,1.88G
UNDOTBS1,68G,14.58G,21%,53.42G
UNDOTBS2,68G,14.38G,21%,53.62G
USERS,0G,0G,20%,0G
SR_SRC,5G,0G,0%,5G


