Thu Oct 21 09:23:32 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
TBS_SALE_IDX,1650G,1534.02G,93%,115.98G
TBS_SALE,2020G,1484.13G,73%,535.87G
SYSAUX,33.56G,22.21G,66%,11.36G
SYSTEM,2G,1.22G,61%,.78G
GGS_DATA,4.2G,2.33G,55%,1.88G
UNDOTBS1,68G,14.82G,22%,53.18G
UNDOTBS2,68G,14.15G,21%,53.85G
USERS,0G,0G,20%,0G
SR_SRC,5G,0G,0%,5G


