Sun Nov 14 11:23:35 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
TBS_SALE_IDX,1650G,1535.03G,93%,114.97G
TBS_SALE,2020G,1451.35G,72%,568.65G
SYSAUX,33.56G,23.4G,70%,10.16G
SYSTEM,2G,1.22G,61%,.78G
GGS_DATA,4.2G,2.33G,55%,1.87G
USERS,0G,0G,20%,0G
UNDOTBS1,68G,13.62G,20%,54.38G
UNDOTBS2,68G,10.47G,15%,57.53G
SR_SRC,5G,0G,0%,5G


