Sun Nov 28 08:18:30 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
TBS_SALE_IDX,1650G,1548.69G,94%,101.31G
TBS_SALE,2020G,1462.18G,72%,557.82G
SYSAUX,33.56G,23.82G,71%,9.74G
SYSTEM,2G,1.22G,61%,.78G
GGS_DATA,4.2G,2.33G,55%,1.87G
UNDOTBS2,68G,17.51G,26%,50.49G
USERS,0G,0G,20%,0G
UNDOTBS1,68G,13.92G,20%,54.08G
SR_SRC,5G,0G,0%,5G


