Wed Oct 20 09:15:11 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
TBS_SALE_IDX,1650G,1533.06G,93%,116.94G
TBS_SALE,2020G,1483.44G,73%,536.56G
SYSAUX,33.56G,22.19G,66%,11.37G
SYSTEM,2G,1.22G,61%,.78G
GGS_DATA,4.2G,2.33G,55%,1.88G
UNDOTBS2,68G,20.19G,30%,47.81G
USERS,0G,0G,20%,0G
UNDOTBS1,68G,9.63G,14%,58.37G
SR_SRC,5G,0G,0%,5G


