Fri Nov 12 09:05:26 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
TBS_SALE_IDX,1650G,1532.35G,93%,117.65G
TBS_SALE,2020G,1449.68G,72%,570.32G
SYSAUX,33.56G,23.39G,70%,10.17G
SYSTEM,2G,1.22G,61%,.78G
GGS_DATA,4.2G,2.33G,55%,1.87G
UNDOTBS2,68G,17.27G,25%,50.73G
USERS,0G,0G,20%,0G
UNDOTBS1,68G,10.35G,15%,57.65G
SR_SRC,5G,0G,0%,5G


