Sun Nov 28 16:10:24 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
TBS_SALE_IDX,1650G,1549.58G,94%,100.42G
TBS_SALE,2020G,1462.72G,72%,557.28G
SYSAUX,33.56G,23.88G,71%,9.69G
SYSTEM,2G,1.22G,61%,.78G
GGS_DATA,4.2G,2.33G,55%,1.87G
UNDOTBS2,68G,20.37G,30%,47.63G
UNDOTBS1,68G,14.52G,21%,53.48G
USERS,0G,0G,20%,0G
SR_SRC,5G,0G,0%,5G


