Wed Nov 03 09:15:37 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
TBS_SALE_IDX,1650G,1548.12G,94%,101.88G
TBS_SALE,2020G,1495.03G,74%,524.97G
SYSAUX,33.56G,22.74G,68%,10.82G
SYSTEM,2G,1.22G,61%,.78G
GGS_DATA,4.2G,2.33G,55%,1.88G
UNDOTBS2,68G,16.63G,24%,51.37G
USERS,0G,0G,20%,0G
UNDOTBS1,68G,10.57G,16%,57.43G
SR_SRC,5G,0G,0%,5G


