Wed Oct 13 00:05:49 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
TBS_SALE_IDX,1650G,1525.7G,92%,124.3G
TBS_SALE,2020G,1477.56G,73%,542.44G
SYSAUX,33.56G,21.45G,64%,12.11G
SYSTEM,2G,1.22G,61%,.78G
GGS_DATA,4.2G,2.33G,55%,1.88G
UNDOTBS1,68G,14.26G,21%,53.74G
USERS,0G,0G,20%,0G
UNDOTBS2,68G,9.58G,14%,58.42G
SR_SRC,5G,0G,0%,5G


