Fri Nov 19 09:14:33 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
TBS_SALE_IDX,1650G,1539.99G,93%,110.01G
TBS_SALE,2020G,1455.64G,72%,564.36G
SYSAUX,33.56G,23.42G,70%,10.14G
SYSTEM,2G,1.22G,61%,.78G
GGS_DATA,4.2G,2.33G,55%,1.87G
UNDOTBS2,68G,15.92G,23%,52.08G
USERS,0G,0G,20%,0G
UNDOTBS1,68G,6.97G,10%,61.03G
SR_SRC,5G,0G,0%,5G


