Wed Nov 17 08:57:10 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
TBS_SALE_IDX,1650G,1537.61G,93%,112.39G
TBS_SALE,2020G,1453.81G,72%,566.19G
SYSAUX,33.56G,23.38G,70%,10.18G
SYSTEM,2G,1.22G,61%,.78G
GGS_DATA,4.2G,2.33G,55%,1.87G
UNDOTBS1,68G,15.06G,22%,52.94G
USERS,0G,0G,20%,0G
UNDOTBS2,68G,10.82G,16%,57.18G
SR_SRC,5G,0G,0%,5G


