Thu Nov 25 09:16:47 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
TBS_SALE_IDX,1650G,1546G,94%,104G
TBS_SALE,2020G,1459.94G,72%,560.06G
SYSAUX,33.56G,23.69G,71%,9.87G
SYSTEM,2G,1.22G,61%,.78G
GGS_DATA,4.2G,2.33G,55%,1.87G
UNDOTBS1,68G,16.94G,25%,51.06G
USERS,0G,0G,20%,0G
UNDOTBS2,68G,10.54G,16%,57.46G
SR_SRC,5G,0G,0%,5G


