Wed Oct 20 16:54:13 2021
TableSpace,Total(G),UsedSpace(G),Used(%),FreeSpace(G)
TBS_SALE_IDX,1650G,1533.57G,93%,116.43G
TBS_SALE,2020G,1483.71G,73%,536.29G
SYSAUX,33.56G,22.22G,66%,11.34G
SYSTEM,2G,1.22G,61%,.78G
GGS_DATA,4.2G,2.33G,55%,1.88G
UNDOTBS2,68G,19.32G,28%,48.68G
USERS,0G,0G,20%,0G
UNDOTBS1,68G,9.06G,13%,58.94G
SR_SRC,5G,0G,0%,5G


